"","prod_name","title","reviewer","review","date","ratings","type_of_purchase"
"1032","small-makeup-bag-cosmetic-blue","make up tasche","martina p","genau die richtige gre fr die handtasche",2024-01-24,5,"verified purchase"
"1033","small-makeup-bag-cosmetic-blue","compact","amazon customer","pratique pour un petit sac  maquillage compact il a de petites pochettes  lintrieur qui me sont trs utiles",2024-02-15,5,"verified purchase"
"1034","small-makeup-bag-cosmetic-blue","makeup bag","tinap","comes exactly as it looks in picture seems well made and quite a bit fits in the bag",2024-01-03,5,"verified purchase"
"1035","small-makeup-bag-cosmetic-blue","fab","nina ballerina","sturdy well made love it",2024-02-04,5,"verified purchase"
"1036","small-makeup-bag-cosmetic-blue","has good space inside and beautiful color","luz a","i loved it  used as a makeup  cosmetics bag  carry inside my purse",2024-01-02,5,"verified purchase"
"1037","small-makeup-bag-cosmetic-blue","great quality","tcrobinson","bought it to throw my contact lense stuff in for holiday  plenty space  for my large bottle of lens cleaner and a smallmirror  its soft and such a pretty colour i bought blue  very pleased",2023-09-05,5,"verified purchase"
"1038","small-makeup-bag-cosmetic-blue","holds all my over night needs","carolanne grant","love the size perfect for travel",2023-12-15,5,"verified purchase"
"1039","small-makeup-bag-cosmetic-blue","qualitt verarbeitung und optik top","milena","super se tschchen zum verstauen von kosmetikartikeln und perfekt um in den urlaub zu fahren ddurch die zwei innentaschen lassen sich auch kleinere gegenstnde leicht verstauen",2023-10-08,5,"verified purchase"
"1040","small-makeup-bag-cosmetic-blue","das sind wunderschne kosmetiktschchen","sabine","sie sind einfach klasse sehen super aus tolle farben und es passt auch schon viel rein  besonders gefllt mir da sie einen reiverschluss haben und man sie einfach falls man etwas mal ausgelaufen ist sie abwaschen kann",2024-02-26,5,"verified purchase"
"1041","small-makeup-bag-cosmetic-blue","roomy","charlotte","soft leatherette with roomy interior",2024-02-29,4,"verified purchase"
"1042","small-makeup-bag-cosmetic-blue","makeup bag good for all","de lashell webb","i purchased  to start with and quickly ordered more  it is a nice size and colors too  i use them for more than just makeup because the size is convenient for alot of stuff",2024-02-02,5,"verified purchase"
"1043","small-makeup-bag-cosmetic-blue","good value","margaret peach","used this for make up it was perfect",2024-02-12,5,"verified purchase"
"1044","small-makeup-bag-cosmetic-blue","perfect size","kimberly krom","love the way it fits in my purse",2024-01-27,5,"verified purchase"
"1045","small-makeup-bag-cosmetic-blue","nice","shirley brown","the fabric is washable and perfect size",2024-01-16,5,"verified purchase"
"1046","small-makeup-bag-cosmetic-blue","well made","deanna thomas","well made like the compartments outside wipes off",2024-01-23,4,"verified purchase"
"1047","small-makeup-bag-cosmetic-blue","perfect","charles","perfect thank you",2024-01-20,5,"verified purchase"
"1048","small-makeup-bag-cosmetic-blue","very nice","amazon customer","i love the pink color especially since a lot of my makesup is mary kay",2024-01-08,5,"verified purchase"
"1049","small-makeup-bag-cosmetic-blue","great makeup bag","caroline fresh","the media could not be loaded                                                                                    i wanted a slightly larger travel pouch for my everyday makeup and this was perfect it fits my winky lux eyeshadow palette aka the item with the largest surface area and has plenty of space to spare two flat pouches sewn on the inside provide a great place for smaller items feels well made and durable",2024-01-04,5,"verified purchase"
"1050","small-makeup-bag-cosmetic-blue","satisfied","kristina isbell","exactly as described",2024-01-09,5,"verified purchase"
"1051","rimmel-london-brow-eyebrow-sculpting",NA,"sharon","amazing will never pay for tinting again",2023-10-18,4,"verified purchase"
"1052","rimmel-london-brow-eyebrow-sculpting",NA,"rodney hunt","love the little brush it comes with i like the product maybe a little too dark for me though",2021-05-24,5,"verified purchase"
"1053","rimmel-london-brow-eyebrow-sculpting",NA,"sharon","perfect shades",2023-10-18,2,"verified purchase"
"1054","rimmel-london-brow-eyebrow-sculpting",NA,"ll cool j","application is easy stays on all day very good price",2023-07-06,5,"verified purchase"
"1055","rimmel-london-brow-eyebrow-sculpting",NA,"ll cool j","this is such high impact an amazing at a fraction of the cost of an urban decay brow palette i am so satisfied by this product and i would say it works just as well if not better than your higher end products",2019-08-05,5,"verified purchase"
"1056","rimmel-london-brow-eyebrow-sculpting",NA,"padmavati","havent read in a good while and im so gladi got these they are so good",2022-10-28,5,"verified purchase"
"1057","rimmel-london-brow-eyebrow-sculpting",NA,"dozza","great colour and easy to use smaller than expected but good for putting into handbag etc",2021-02-09,4,"verified purchase"
"1058","rimmel-london-brow-eyebrow-sculpting",NA,"ally","the product was not as shown  have requested replacement but seller makes it very hard to correspond with them requiring multiple verifications photos bar codes etc etc  obviously they dont really cate about after service ",2021-07-30,5,"verified purchase"
"1059","rimmel-london-brow-eyebrow-sculpting",NA,"l elcox",NA,2021-01-13,5,"verified purchase"
"1060","rimmel-london-brow-eyebrow-sculpting",NA,"dani","excellent product",2021-05-24,5,"verified purchase"
"1061","rimmel-london-brow-eyebrow-sculpting","excelente","sharon","eyebrow",2023-10-18,4,"verified purchase"
"1062","rimmel-london-brow-eyebrow-sculpting","bardzo adne cienie polecam","rodney hunt","i bought one ages ago and loved it traveled everywhere with it in my makeup bag decided it was time for a new one the powder side completely crumbled after the first use cant open it without getting that brown powder everywhere useless",2021-05-24,5,"verified purchase"
"1063","rimmel-london-brow-eyebrow-sculpting","trs satisfaite","jodie manssen","nice colour easy to apply it comes with gel and powder the little tool inside can do both",2020-03-12,2,"verified purchase"
"1064","rimmel-london-brow-eyebrow-sculpting","sopracciglia molto belle grazie a questa palettina","circuit girl","great",2021-11-17,5,"verified purchase"
"1065","rimmel-london-brow-eyebrow-sculpting","augenbrauenfarbe","christine cheng","busqu por mucho tiempo un delineador de cejas que permaneciera a lo largo del da con resistencia al agua y que pudiera ser fcil de aplicar  encontr este pequenio estuche que adems no ocupa mucho espacio por lo que puede ser perfecto para viajar y que da con el uso de las dos texturas un acabado muy natural  las pequenias brochas que incluye son eficientes  ayudan a la aplicacin del producto  yo sugiero poner algo que distinga el extremo que se use para el lado cremoso o de polvo para mantener la limpieza del producto y de las brochitas  es un delineador que definitivamente va a ayudarte si ests buscando algo que te permita delinear de forma natural",2021-04-06,1,"verified purchase"
"1066","rimmel-london-brow-eyebrow-sculpting","excellent brow kit","lisa field","bardzo mi si podobaj kolory",2021-10-02,5,"verified purchase"
"1067","rimmel-london-brow-eyebrow-sculpting",NA,"cv","fard parfaitle crayon tait trop marqu trop fonc pour moi l je peux jouer av les nuances tient parfaitement petit plus avec le fixateurrapport qualit prix au top",2020-02-13,5,"verified purchase"
"1068","rimmel-london-brow-eyebrow-sculpting",NA,"joanna ostrowska","acquistato come regalo per la mia ragazza e che si  dimostrata davvero soddisfatta del prodottoquesta palette  davvero compatta e perfetta da tenere nella borsetta il che la rende ideale per un ritocco rapido in qualsiasi momento della giornata  dotata di un pettinino e di un pennello angolato che facilitano lapplicazione e la modellatura delle sopraccigliail risultato  ottimo sopracciglia ordinate piene e definite a lungo la texture leggera e a lunga tenuta della formula assicura un look impeccabile per tutta la giornata mentre la tonalit marrone chiaro si adatta perfettamente al colore naturale delle sopraccigliain conclusione  entusiasta dei risultati che ottiene con questo prodotto quindi dato il buon riscontro mi sento di consigliarlo vivamente",2023-03-29,5,"verified purchase"
"1069","rimmel-london-brow-eyebrow-sculpting",NA,"nigonmr","habs direkt wieder bestelltweil ich es so gut finde  habs jeden tag verwendet und hat fast zwei jahre gedauert bis sie aufgebraucht war",2023-08-26,5,"verified purchase"
"1070","rimmel-london-brow-eyebrow-sculpting",NA,"marco","rimmel brow kit is absolutely a piece of excellence it defines my brows so beautifully and longevity is also impressive that is  hourstotally recommended",2024-02-21,5,NA
"1071","rimmel-london-brow-eyebrow-sculpting","hlt den ganzen tag","sharon","schnes augenbrauenpuder hlt den ganzen tag die dunklere farbe isf allerdings kein richtiges puder sondern irgendwie etwas cremiger die farben wirken sehr natrlich super preis schwierig in der drogerie solche farben als puder zu finden",2023-10-18,4,"verified purchase"
"1072","rimmel-london-brow-eyebrow-sculpting","easy to use","rodney hunt","i was happy to see the availability of this product on amazon the first time i ordered this the price was very costly better the nd time around and i didnt hesitate to order it",2021-05-24,5,"verified purchase"
"1073","rimmel-london-brow-eyebrow-sculpting","excellent product","xy","this product stays on used the brow powder for an event in the tropics and it was great stays on through sweat and facial moisture does not smear or run also the angled brush that is included was the r perfect size to make a perfect brow",2024-01-10,2,"verified purchase"
"1074","rimmel-london-brow-eyebrow-sculpting","format pratique","barbara  booth","format pratique qui se glisse facilement dans le sac",2023-12-05,5,"verified purchase"
"1075","rimmel-london-brow-eyebrow-sculpting","good stuff","allison abrahams","came quickly good value great quality",2024-02-24,5,"verified purchase"
"1076","rimmel-london-brow-eyebrow-sculpting","duradero","cdric","perfila muy bien dura bastante el cepillo que lleva permite hacer un trazo bastante precisolo recomiendo",2023-08-10,5,"verified purchase"
"1077","rimmel-london-brow-eyebrow-sculpting","agrable surprise","tracy abbs","un deux en un dans un seul botier  un ct poudre pour dessiner ses sourcils et un autre ct cire lgre pour fixer les petits sourcils rebelles et parfaire la forme que vous souhaitez pas dallergies au produit et un prix intressant parfait bonne surprise",2024-02-25,5,"verified purchase"
"1078","rimmel-london-brow-eyebrow-sculpting","nessuna sbavatura tutto perfetto","madrid","the media could not be loaded                                                                        cercavo un kit con cera  polvere per le sopracciglia perch con la sola matita il risultato finale non mi soddisfaceva pi e soprattutto non rimaneva stabilecon questo kit invece ho trovato quello che cercavo il prodotto si presenta molto piccolino con le due parti bene separate e il pennellino applicatore che come si evince dal video non uso poich  veramente piccolo per essere maneggiato prima si prende con il pennello la cera e si applica poi con lo stesso pennello si prende la polvere e la si picchietta sopra attenzione alla quantit poich questo colore  molto pigmentatorisultato come in foto e non si muove per tutta la giornatanon do  stelle solo per il micro pennello della confezione originale",2024-02-03,5,"verified purchase"
"1079","rimmel-london-brow-eyebrow-sculpting","super","kristel simon","schnes aschiges dunkles braun fr menschen mit braunen bis dunkelbraunen haaren wirklich eine gute farbe auftragen super leicht mit augenbrauenpinsel hlt den ganzen tag auch ohne es zu fixieren verwende es schon ewig und der preis ist auch super",2023-07-10,5,"verified purchase"
"1080","rimmel-london-brow-eyebrow-sculpting","good product","cliente amazon","i used it to fill in my eyebrows more than to define them and it is great i do not think it will work for someone with thin eyebrows though good product and easy to apply",2023-09-29,5,"verified purchase"
"1081","rimmel-london-brow-eyebrow-sculpting","gnial","sharon","le produit est arriv un peu cass mais a ne ma pas empch de men servir ctait limite plus facile de grer la quantit de poudre  mettre sur le petit pinceau don a l une poudre brune qui se travaille bien et qui reste bien en place durant la journe pour la couleur plus fonce on a une crmegel qui permet dappuyer un peu plus le regard il y a aussi une petite brossette qui permet de coiffer les sourcils mais honntement je ne men sers que rarementen tout cas je suis ravie davoir trouv de la poudre  gel jai limpression que les mascaras  sourcil sont devenus plus  la mode  plus commercialiss mais je trouve a chiant  enlever et jai toujours trouver les crayons les mines  sourcil impossibles  utiliser ils se cassaient tout le temps bref a cest ce quil me fallait ",2023-10-18,4,"verified purchase"
"1082","rimmel-london-brow-eyebrow-sculpting","your ultimate brow gamechanger","rodney hunt","rimmel brow this way sculpting kit is a musthave for anyone seeking an affordable yet effective solution for perfectly sculpted brows its userfriendly design compact size and impressive results make it a staple in my makeup collection elevate your brow game with rimmel  its the sculpting kit you didnt know you needed",2021-05-24,5,"verified purchase"
"1083","rimmel-london-brow-eyebrow-sculpting","muy recomendado","veh","es una paleta de cejas perfecta  la cera genial y el sellador ms an  sper barata y sper buena  ",2018-10-19,2,"verified purchase"
"1084","rimmel-london-brow-eyebrow-sculpting","the best","amazon customer","love this product cannot find in stores thankful i could here",2024-02-01,5,"verified purchase"
"1085","rimmel-london-brow-eyebrow-sculpting","guter halt tolle optik","aguaysal","sehr guter halt ber den gesamten tag sieht immer top gestylt aus",2024-01-19,5,"verified purchase"
"1086","rimmel-london-brow-eyebrow-sculpting","the results after using it excellent long lasting up to  to hours","ibbledee","the results after using it excellent long lasting up to  to hours packaging is also good",2023-12-16,5,"verified purchase"
"1087","rimmel-london-brow-eyebrow-sculpting","good product","maria z","ive been using this product for sometime and i love it this product is for enhancing my eyebrows",2021-05-08,5,"verified purchase"
"1088","rimmel-london-brow-eyebrow-sculpting","lo volvera a comprar","amar singh","muy buen producto  dura y tiene mucha cantidad por el precio",2018-04-24,5,"verified purchase"
"1089","rimmel-london-brow-eyebrow-sculpting","fine","tina k","this one really defines your eyebrow hair gives you a rather natural brow thickness unlike the streaky brow pencilsbeen using for years now and still not over it",2023-02-26,5,"verified purchase"
"1090","rimmel-london-brow-eyebrow-sculpting","calidad","zuleica del valle","bueno",2022-04-28,4,"verified purchase"
"1091","rimmel-london-brow-eyebrow-sculpting","bought it for gift","sharon","the person loves it",2023-10-18,4,"verified purchase"
"1092","rimmel-london-brow-eyebrow-sculpting","gives a natural result","rodney hunt","this eyebrow palette is very small you could pop this in your handbag for touch ups quite easily i bought the medium brown as i am quite fair skinned the left hand colour is the wax the right hand colour is the settingfilling powder one of the application brushes is firmer than the other and is for applying the wax the softer one is for the powder the brushes are very small though so i think i might buy some full size ones as the supplied ones are ok for carry around but are a bit fiddly to useapplication was easy enough and im a total beginner at this as a something lady i have quite sparse brows now so i was looking for something to add a little colour and definition to what little i have left the wax part of the procedure went on nicely and helped smooth and define the brow shape the powder needs a little more care as it can be pretty dark if you use too much if dark and thick is what you want im sure you could achieve that but us older gals need something more subtle and it does that too as i hope you can see from my beforeafter photo my first attemptoverall my first impression of this little kit is pretty good im actually quite new to doing makeup and ive been searching for something reliable for my eyebrows i tried a propelling wax pencil that broke off after a dozen uses and wouldnt have lasted long anyway there was so little in it and also a traditional brow pencil that proved impossible to sharpen reliably two expensive and disappointing products theres very little to go wrong with this type of palette and brush style of brow grooming and the price makes it a good value product i figure it should last me a few months at least so im hopeful this is the answer for me i can recommend you give it a try if you have experienced similar problems and frustrations with eyebrow products as i have",2021-05-24,5,"verified purchase"
"1093","rimmel-london-brow-eyebrow-sculpting","okay","lc","normalerweise benutzt ich fr meine augenbrauen einen stift wollte aber mal wieder ein puder ausprobierengesehen bestellt und erhaltenan sich ein gutes produkt lsst sich auch gut auftragen aber die farbe ist fr mich leider viel zu dunkel ",2023-10-06,2,"verified purchase"
"1094","rimmel-london-brow-eyebrow-sculpting","bien dans lensemble","velvet glove","je trouve que le pinceau pour appliquer est trop pais mais ce nest quun dtail je suis contente de ce produit",2019-08-22,4,"verified purchase"
"1095","rimmel-london-brow-eyebrow-sculpting","tone is different a bit","velvet glove","actual tone is colder than at the picture",2021-10-07,4,"verified purchase"
"1096","rimmel-london-brow-eyebrow-sculpting","kit sopracciglia","mrswinchester","molto bella e funionza",2022-11-09,4,"verified purchase"
"1097","rimmel-london-brow-eyebrow-sculpting","produit conforme  la photo","pouhier","produit conforme  la photo",2023-06-18,4,"verified purchase"
"1098","rimmel-london-brow-eyebrow-sculpting","good product","christina","i like brow powder better than pencils ive noticed most lines have stopped making them i was glad to find this its great",2024-02-11,4,"verified purchase"
"1099","rimmel-london-brow-eyebrow-sculpting","j adore","sara","ce produit est gnial pour couvrir les manque de sourcils facile  mettre et tient toute la journe en fin un produit qui fait son job",2021-12-07,3,"verified purchase"
"1100","rimmel-london-brow-eyebrow-sculpting","un imprescindible","stphanie","me encanta este maquillaje de cejas es para m un imprescindible dura mucho y queda genial he probado varios  pero este sin duda es el que ms me gusta",2024-02-03,5,"verified purchase"
"1101","maybelline-superstay-matte-spiced-caller",NA,"beata rakowska","the lipstick arrived on time and with no problems amazing coverage and colour staying foreverunfortunately very drying for my lips so i do not recommend it for dry skin or mature skin",2023-12-29,4,"verified purchase"
"1102","maybelline-superstay-matte-spiced-caller",NA,"rini","lovely colour very prominentgoes on easily and stays there quite nicelynot very easy to remove without makeup remover if you need it off and only have water and paper towels or a cloth its not gonna come off quickly",2023-07-02,5,"verified purchase"
"1103","maybelline-superstay-matte-spiced-caller",NA,"beata rakowska","very happy with my purchase",2023-12-29,3,"verified purchase"
"1104","maybelline-superstay-matte-spiced-caller",NA,"haydn malyon","great colour and easy to apply has a bit of a strange smell but not too strong colour stays on for a long time and it is very hard to wipe off",2023-12-15,5,"verified purchase"
"1105","maybelline-superstay-matte-spiced-caller",NA,"hwwed","im not a fan of this lip colour too pink on me its not like the descriptionit feels sticky drying  has a tastethe long lasting part is true so hard to remove even after twice using makeup remover",2024-01-02,5,"verified purchase"
"1106","maybelline-superstay-matte-spiced-caller",NA,"v","does what its supposed to do great lipstick",2023-07-29,5,"verified purchase"
"1107","maybelline-superstay-matte-spiced-caller",NA,"rini","great colour stays on the whole day no transfer super easy to apply but a bit hard to remove",2023-07-02,4,"verified purchase"
"1108","maybelline-superstay-matte-spiced-caller",NA,"johanna purcell","i bought this for my wife i heard her say its fantastic because it wont wear off at lunch or during the evening or day  my wife still thanks me amazon had a special at the same time we were looking for the product brilliant",2023-10-11,3,"verified purchase"
"1109","maybelline-superstay-matte-spiced-caller",NA,"virginie the frenchie","its very hard to remove obviously contributing to its purpose great product but not in love with the colour i chose may be will try different shades later",2023-11-22,5,"verified purchase"
"1110","maybelline-superstay-matte-spiced-caller",NA,"scott m","but my god when they say long lasting they sure mean it  and dont let it sit if you make a mistake or youll never get it off",2023-08-26,5,"verified purchase"
"1111","maybelline-superstay-matte-spiced-caller",NA,"beata rakowska","quick and best",2023-12-29,4,"verified purchase"
"1112","maybelline-superstay-matte-spiced-caller",NA,"rini","reasonable price",2023-07-02,5,"verified purchase"
"1113","maybelline-superstay-matte-spiced-caller",NA,"carol","amazing stay on all day even with fooddrinkkissing  artist and amazonian buuut the show runner seems to be very drying compared to the others maybe because its scented  and it smells amazing but my lips definitely feel dry but the other original colours are amazing would definitely buy more colours",2023-11-17,3,"verified purchase"
"1114","maybelline-superstay-matte-spiced-caller",NA,"shabnam ali","was a lil greedy i got all colours  i love them all there is no way i am using normal lipstick ever again just buy them you wont regret it",2023-10-17,5,"verified purchase"
"1115","maybelline-superstay-matte-spiced-caller",NA,"mrs bebies","its work really good lasting for long time",2023-06-27,5,"verified purchase"
"1116","maybelline-superstay-matte-spiced-caller",NA,"thrssnft","i adore this lipstick so easy to apply stays on all night matches perfectly with the crayon lip liner will definitely be buying again and would recommend to others",2023-08-15,5,"verified purchase"
"1117","maybelline-superstay-matte-spiced-caller",NA,"safy","quite like the matte for a change feels good on and lasts and lasts soft colour is a good shade",2023-04-20,5,"verified purchase"
"1118","maybelline-superstay-matte-spiced-caller",NA,"peggy","the color stayed the whole day and did not transfer to cups this is great but made the lips really dry and chapped",2023-08-13,4,"verified purchase"
"1119","maybelline-superstay-matte-spiced-caller",NA,"amazon customer","super",2023-08-25,5,"verified purchase"
"1120","maybelline-superstay-matte-spiced-caller",NA,"imran bashir","was sold out everywhere lucky got it here love the texture and its long lasting  hours must buy for daily wear",2023-07-24,5,"verified purchase"
"1121","maybelline-superstay-matte-spiced-caller",NA,"beata rakowska","easy to apply stays and doesnt fade a great addition to my make up kit",2023-12-29,4,"verified purchase"
"1122","maybelline-superstay-matte-spiced-caller",NA,"rini","deep colour and lasts on lips for ages",2023-07-02,5,"verified purchase"
"1123","maybelline-superstay-matte-spiced-caller",NA,"t russell","i was amazed the colour stayed",2023-07-11,3,"verified purchase"
"1124","maybelline-superstay-matte-spiced-caller",NA,"hammer","wouldnt buy again feels sticky goes all cakey and horrible thru it away  horrible product",2023-07-26,5,"verified purchase"
"1125","maybelline-superstay-matte-spiced-caller",NA,"lydia","long lasting and perfect even for dry lipsdont buy nyx or others if you want one then close your eyes and choose itbest of best you will love it",2023-06-24,5,"verified purchase"
"1126","maybelline-superstay-matte-spiced-caller",NA,"bell","the colour is perfect but this dries up so much that its not a good look for my aging lips  i have to keep it topped up with gloss",2024-02-28,5,"verified purchase"
"1127","maybelline-superstay-matte-spiced-caller",NA,"agan r","lovely  goes on smoothly and lasts practically all day",2023-01-22,1,"verified purchase"
"1128","maybelline-superstay-matte-spiced-caller",NA,"twoens","tended to bleed out was very drying unable to return disappointing",2022-12-11,5,"verified purchase"
"1129","maybelline-superstay-matte-spiced-caller",NA,"pat","very nice colour but the lipstick doesnt last on the lips for a long time and leaves stain wouldnt purchase again",2023-05-05,3,"verified purchase"
"1130","maybelline-superstay-matte-spiced-caller",NA,"mazoncustomer","perfect lipstick that lasts",2023-01-31,5,"verified purchase"
"1131","maybelline-superstay-matte-spiced-caller",NA,"beata rakowska","love that it stays on so long and doesnt feel sticky good product",2023-12-29,4,"verified purchase"
"1132","maybelline-superstay-matte-spiced-caller",NA,"rini","it looks like a lovely pink nude on the photos but in reality its incredibly purple so disappointed",2023-07-02,5,"verified purchase"
"1133","maybelline-superstay-matte-spiced-caller",NA,"judy","it stayed on  for a couple of hours even drinking  love it",2023-03-13,3,"verified purchase"
"1134","maybelline-superstay-matte-spiced-caller",NA,"abby","i usually dont like matte lipsticks but this is fantastic the colour is wonderful easy to apply and stays on the lip for a very long time would definitely recommend",2024-01-28,5,"verified purchase"
"1135","maybelline-superstay-matte-spiced-caller",NA,"emmaline","lovin it",2023-02-24,1,"verified purchase"
"1136","maybelline-superstay-matte-spiced-caller",NA,"mp","last all day and night even after dinner and drinks",2022-11-24,5,"verified purchase"
"1137","maybelline-superstay-matte-spiced-caller",NA,"aman karwal","i like maybelline lipsticki order  time i love itso cute colour ",2023-05-02,5,"verified purchase"
"1138","maybelline-superstay-matte-spiced-caller",NA,"hayley pham","loved the colour and the lipstick super stay isvery long lasting",2023-02-05,5,"verified purchase"
"1139","maybelline-superstay-matte-spiced-caller",NA,"rajwinder kaur","i love the colour i bought so nature the colour last all day and doesnt feel dry absolutely love it",2023-01-04,5,"verified purchase"
"1140","maybelline-superstay-matte-spiced-caller",NA,"robyn gibson","horrible colour nothing like i thought the shade to be",2023-01-10,5,"verified purchase"
"1141","maybelline-superstay-matte-spiced-caller",NA,"beata rakowska","best long lasting lipstick ever",2023-12-29,4,"verified purchase"
"1142","maybelline-superstay-matte-spiced-caller",NA,"rini",NA,2023-07-02,5,"verified purchase"
"1143","maybelline-superstay-matte-spiced-caller",NA,"best long lasting matte lipstick ever i have used a lot of high end brands and this definitely wins by far","i now have this lipstick in  shades having only bought the first a few months ago  i have been a long time user of max factors lipfinity and tried the first maybelline superstay matte ink as an alternative because of the colour range on offeri hope this maybelline product stays around a long time and that they continue to add a few seasonal colours over time",2023-02-04,3,"verified purchase"
"1144","maybelline-superstay-matte-spiced-caller",NA,"wow wow wow thanks amazone","wore this all day without smudging or budging super pigmented more than  hours wear and it hadnt budged required alot of makeup remover to remove very impressed better than any of of other top shelf makeup brands",2023-02-12,5,"verified purchase"
"1145","maybelline-superstay-matte-spiced-caller",NA,"denise aitken","lipstick is ok but it came without seal",2020-06-28,5,"verified purchase"
"1146","maybelline-superstay-matte-spiced-caller",NA,"tam","best lipstick ever classic red colour smudge and transfer proof only downside really hard to remove even with makeup remover",2021-11-06,5,"verified purchase"
"1147","maybelline-superstay-matte-spiced-caller",NA,"ana","its good but doesnt match my skin tone sadly am not using it",2022-12-27,5,"verified purchase"
"1148","maybelline-superstay-matte-spiced-caller",NA,"jessica","it last long and the colour is fine not too red my lips were dry after half day",2022-02-13,2,"verified purchase"
"1149","maybelline-superstay-matte-spiced-caller",NA,"siemy","all is grate  good colour stay",2021-10-01,5,"verified purchase"
"1150","maybelline-superstay-matte-spiced-caller",NA,"yetta","love this colour the blue based red is a deep luxurious colouri get  hours with no reapplication still looks great after eating and drinking",2020-02-26,3,"verified purchase"
"1151","maybelline-superstay-crayon-lipstick-adventure",NA,"paula","perfect colour as an every day wear  very easy to apply doesnt dry my lips and it lasts unless your eating  highly recommended",2023-12-19,4,"verified purchase"
"1152","maybelline-superstay-crayon-lipstick-adventure",NA,"adam mooreada","i used the popular ct pillow talk every single day for work because i love how flattering the colour is but it would barely last me  minutes before i would have to reapply lead the way was recommended to me by a friend as a longer lasting alternative and i have been hooked since the colour is universally flattering and can last hours its not drying and it kind of leaves a slight stain on the lips so even if it wears down a little you still have colour",2022-03-22,5,"verified purchase"
"1153","maybelline-superstay-crayon-lipstick-adventure",NA,"paula","easy to use and nice colour",2023-12-19,2,"verified purchase"
"1154","maybelline-superstay-crayon-lipstick-adventure",NA,"rachel","this is easy to apply and stays put",2024-01-04,5,"verified purchase"
"1155","maybelline-superstay-crayon-lipstick-adventure",NA,"max","right price delivered on time  very happy",2023-12-10,5,"verified purchase"
"1156","maybelline-superstay-crayon-lipstick-adventure",NA,"leah bills","i find it difficult to apply lipstick but this particular brand with its fine tip has made it a bit easier for me as someone whos not very experienced with lipstick i would recommend it",2024-01-26,4,"verified purchase"
"1157","maybelline-superstay-crayon-lipstick-adventure",NA,"christine","i like to overline my thinning lips rather than getting filler and my lips go quite pale when im cold so this colour is the perfect shade for my strawberries and cream complexion to visually pump up the volumeit is very pigmented so i have to be careful to put it on lightly and wipe most of it off straight away but then im left with a really lovely natural lip colour that lasts hours even through eating and drinking",2024-01-05,5,"verified purchase"
"1158","maybelline-superstay-crayon-lipstick-adventure",NA,"gloria rovira","ive tried maybelline new york lipstick in various shades and i must say the colour payoff is impressive the shades are vibrant and really make a statementhowever i have to note that the lipstick doesnt quite live up to the allday claim while it looks fantastic when first applied i found that it starts to fade after a few hours especially if youre eating or drinking reapplication is needed to maintain that vibrant lookthat said its still a great choice for when you want a pop of colour  just be prepared to touch up throughout the day for the best results",2023-09-01,5,"verified purchase"
"1159","maybelline-superstay-crayon-lipstick-adventure",NA,"lia","long lasting feels great on",2023-09-15,5,"verified purchase"
"1160","maybelline-superstay-crayon-lipstick-adventure",NA,"mcguane","if you love a good nude lippy  and this is non sticky non greasy non dry  it stays on as its an crayon ink  i love the colours and the price tag ",2023-09-20,5,"verified purchase"
"1161","maybelline-superstay-crayon-lipstick-adventure",NA,"paula","the colour was not what i thought it would begood product",2023-12-19,4,"verified purchase"
"1162","maybelline-superstay-crayon-lipstick-adventure",NA,"adam mooreada","im super happy with this product i love that its so easy to apply and comes with its own handy sharpener to get that fine tip it fits perfectly with the matching matte ink lipstick will be buying again very happy with my purchase and would recommend to others",2022-03-22,5,"verified purchase"
"1163","maybelline-superstay-crayon-lipstick-adventure",NA,"parys","goes on ok but tends to bleed  looking for a crayon or strategy to stoplip clour bleeding",2023-08-29,2,"verified purchase"
"1164","maybelline-superstay-crayon-lipstick-adventure",NA,"peggy","the crayon allows easy application and it stays on for most of the day unless you eat with it the colour is complimentary to most skin tones and it doesnt look heinous when it finally does wear",2023-08-13,4,"verified purchase"
"1165","maybelline-superstay-crayon-lipstick-adventure",NA,"lee","i have a very light olive complexion and this colour is almost my natural lip colourthe crayon goes on smooth and weightless glides over my lips is the phrase i was thinking of it just sounded too corny but its true gives a nice clean defined lip line without looking fake or drawn on i have worn it about five times now and it has stayed on until i have eaten and even then it fades rather than peels or smudges off so its still gives a great natural look took nothing to whip out the crayon and redo the colour depth back to what it wasi love that it didnt smudge or smear across my face when my hair slipped across my lips and i love that it didnt go on thick and plasticy like some of the other longwear lip products do you know those ones that almost peel off when you eat gag",2023-06-07,5,"verified purchase"
"1166","maybelline-superstay-crayon-lipstick-adventure",NA,"alex","the colour is sooo pretty though it does not stay on for long whatsoever though it is labelled as a lipstick does not feel like one it is very pigmented though it disappears after a few hours or after fooddrink even with setting spray sadly",2023-07-30,4,"verified purchase"
"1167","maybelline-superstay-crayon-lipstick-adventure",NA,"alana","goes on smooth i wouldnt say its super stay as it will wear off after a meal but it looks nice",2020-09-08,5,"verified purchase"
"1168","maybelline-superstay-crayon-lipstick-adventure",NA,"hailey g","been looking for a long stay lipstick like this and in this colour forever this crayon pen is so easy to put on it stays for long  so cool it has a sharpener in the end i  it lets just say i wont buy nars lip crayons again thanks maybelline  so happy",2022-06-19,5,"verified purchase"
"1169","maybelline-superstay-crayon-lipstick-adventure",NA,"manda","will be buying more colours in this range very good product",2022-10-30,4,"verified purchase"
