"","prod_name","title","reviewer","review","date","ratings","type_of_purchase"
"1386","NYX-PROFESSIONAL-MAKEUP-Peekaboo-Neutral","Favs","Kayla Hoang","Nyx has always been my go to for lip pencils. This shade is very natural and goes on well!","Reviewed in the United States on 27 January 2024","4.0 out of 5 stars","Verified Purchase"
"1387","NYX-PROFESSIONAL-MAKEUP-Peekaboo-Neutral","The Perfect Shade","Erin Miller","I have never worn a lip liner before, but this color and this consistency for the price is *chefs kiss*. Its the perfect nude/mauve color, and so far it has lasted me a bit. I will definitely be buying this again!(shade purchased was Peekaboo Neutral)","Reviewed in the United States on 12 January 2024","5.0 out of 5 stars","Verified Purchase"
"1388","NYX-PROFESSIONAL-MAKEUP-Peekaboo-Neutral","My favorite!","dana","Perfect for light skin tones and red skin tones. My absolute favorite.","Reviewed in the United States on 2 February 2024","5.0 out of 5 stars","Verified Purchase"
"1389","NYX-PROFESSIONAL-MAKEUP-Peekaboo-Neutral","Not really red","CAC","More Pink than Red","Reviewed in the United States on 5 January 2024","5.0 out of 5 stars","Verified Purchase"
"1390","NYX-PROFESSIONAL-MAKEUP-Peekaboo-Neutral","So Pigmented","Olivia P.","I love this pencil for an easy lip color for going out. It stays so well I don't have to reapply and is perfect for a night out because it doesn't transfer. It has such a natural color and the nude blends so nicely. I also love that you can shave it so it is so worth the price.","Reviewed in the United States on 9 January 2024","4.0 out of 5 stars","Verified Purchase"
"1391","NYX-PROFESSIONAL-MAKEUP-Peekaboo-Neutral","Extremely Soft pencil","Amazon Customer","This pencil easily transfers to lip Line and have a beautiful brown color (ideal for darker lip line).  Will definitely purchase again","Reviewed in the United States on 20 January 2024","4.4 out of 5 stars","Verified Purchase"
"1392","NYX-PROFESSIONAL-MAKEUP-Peekaboo-Neutral","Great pencil!!","JSK","Love this pencil! The shade is perfect","Reviewed in the United States on 4 February 2024","5.0 out of 5 stars","Verified Purchase"
"1393","NYX-PROFESSIONAL-MAKEUP-Peekaboo-Neutral","A very natural lipliner for a great cost","Taylor Marie","This lipliner gives a very natural look, and you only really need a gloss over top! Its the perfect shade for a casual night out or in.","Reviewed in the United States on 13 December 2023","5.0 out of 5 stars","Verified Purchase"
"1394","NYX-PROFESSIONAL-MAKEUP-Peekaboo-Neutral","Lasts!","Taylor Marie","It’s like a color pencil so it’s dry but it’s perfect if you’re putting something over it and it’s brown espresso! Lovely color and lasts :)","Reviewed in the United States on 18 January 2024","4.0 out of 5 stars","Verified Purchase"
"1395","NYX-PROFESSIONAL-MAKEUP-Peekaboo-Neutral","Coffee","Eliana","I like the shade coffee! It blends beautifully with light pink/nude shades! It's easy to use + affordable!","Reviewed in the United States on 22 December 2023","4.0 out of 5 stars","Verified Purchase"
"1396","NYX-PROFESSIONAL-MAKEUP-Peekaboo-Neutral","Nice","MJ","Goes on well,smoothly. Color is lighter than appears.does not last very long.","Reviewed in the United States on 28 December 2023","5.0 out of 5 stars","Verified Purchase"
"1397","NYX-PROFESSIONAL-MAKEUP-Peekaboo-Neutral","Neutral","C Williams","Not that quality as expected to be","Reviewed in the United States on 5 January 2024","4.0 out of 5 stars","Verified Purchase"
"1398","NYX-PROFESSIONAL-MAKEUP-Peekaboo-Neutral","It doesnt look the same","Sally","It doesn’t look brown in real life at all","Reviewed in the United States on 1 January 2024","4.0 out of 5 stars","Verified Purchase"
"1399","NYX-PROFESSIONAL-MAKEUP-Peekaboo-Neutral","Nice brown color.","Doesn’t work","Nice, smooth application. Recommend!!","Reviewed in the United States on 30 January 2024","4.0 out of 5 stars","Verified Purchase"
"1400","NYX-PROFESSIONAL-MAKEUP-Peekaboo-Neutral","great dupe","JAY","great dupe of a more costly brand.","Reviewed in the United States on 24 January 2024","4.0 out of 5 stars","Verified Purchase"
"1401","SFXULIX-Capacity-Travel-Cosmetic-Bag",NA,"Julie Howes","Great product","Reviewed in Australia on 17 December 2023","4.4 out of 5 stars","Verified Purchase"
"1402","SFXULIX-Capacity-Travel-Cosmetic-Bag",NA,"Nicole b.","This bag can be for makeup or bathroom. It completely opens flat making it perfect for easy access.","Reviewed in Australia on 7 February 2024","5.0 out of 5 stars","Verified Purchase"
"1403","SFXULIX-Capacity-Travel-Cosmetic-Bag",NA,"Julie Howes","I'd looked at a few similar make-up kits like this, and I must say they vary in price! This one is great for its bargain price tag, albeit not quite as sturdy as some of the others I've looked at, but it's fit for purpose and holds all my essentials well. Proof will be in the pudding as far as how long it survives, but so far so good.","Reviewed in Australia on 17 December 2023","3.0 out of 5 stars","Verified Purchase"
"1404","SFXULIX-Capacity-Travel-Cosmetic-Bag",NA,"Anne","As described. Processed quickly.","Reviewed in Australia on 18 February 2024","5.0 out of 5 stars","Verified Purchase"
"1405","SFXULIX-Capacity-Travel-Cosmetic-Bag",NA,"Julia Muller","Item was exactly as described. Delivery was on time so I consider my purchase and the service absolutely excellent.","Reviewed in Australia on 12 January 2024","5.0 out of 5 stars","Verified Purchase"
"1406","SFXULIX-Capacity-Travel-Cosmetic-Bag",NA,"Brett Normington","Holds so much- sturdy material. Opens up to flat so it is easy to see what's inside. Great travel cosmetics case","Reviewed in Australia on 17 February 2024","4.0 out of 5 stars","Verified Purchase"
"1407","SFXULIX-Capacity-Travel-Cosmetic-Bag",NA,"Laraine","Ended up returning as quality was going to crack","Reviewed in Australia on 12 December 2023","5.0 out of 5 stars","Verified Purchase"
"1408","SFXULIX-Capacity-Travel-Cosmetic-Bag",NA,"Littlec","Thanks","Reviewed in Australia on 10 October 2023","5.0 out of 5 stars","Verified Purchase"
"1409","SFXULIX-Capacity-Travel-Cosmetic-Bag",NA,"Nicole b.","This makeup bag is spacious and the inside lining is pretty. However the colour is a lot lighter than the picture . I understand the colour difference in pictures but when it’s vastly different is disappointing, especially when I bought it to match luggage","Reviewed in Australia on 7 February 2024","5.0 out of 5 stars","Verified Purchase"
"1410","SFXULIX-Capacity-Travel-Cosmetic-Bag",NA,"Mr. Speed","Not large enough","Reviewed in Australia on 6 December 2023","3.0 out of 5 stars","Verified Purchase"
"1411","SFXULIX-Capacity-Travel-Cosmetic-Bag",NA,"Julie Howes","Bought the lavender one for a gift and she loves it. Very pretty","Reviewed in Australia on 17 December 2023","4.4 out of 5 stars","Verified Purchase"
"1412","SFXULIX-Capacity-Travel-Cosmetic-Bag",NA,"Nicole b.","Just the very best toiletry bag, folds out flat & fits so much, great for my trip, not only that it looks so cute & classy too.","Reviewed in Australia on 7 February 2024","5.0 out of 5 stars","Verified Purchase"
"1413","SFXULIX-Capacity-Travel-Cosmetic-Bag",NA,"Deb","It doesn't come with the velcro that's in the description to stop my makeup from sliding around. I can return it but it is cheaper to keep it as there aren't free returns on this product even if it's not as described in the description. Also found one in Priceline of MUCH better quality for only $25.00 and with my members discount I got it for $17.00 and it is fantastic.","Reviewed in Australia on 10 August 2023","3.0 out of 5 stars","Verified Purchase"
"1414","SFXULIX-Capacity-Travel-Cosmetic-Bag",NA,"Sue","Good size bag with many compartments, able to include more makeup items than with the smaller one I had.","Reviewed in Australia on 6 May 2023","5.0 out of 5 stars","Verified Purchase"
"1415","SFXULIX-Capacity-Travel-Cosmetic-Bag",NA,"Amanda","Arrived with a hole in it.. not even sure is stitched or just glued together","Reviewed in Australia on 20 December 2023","5.0 out of 5 stars","Verified Purchase"
"1416","SFXULIX-Capacity-Travel-Cosmetic-Bag",NA,"Amanda","Its bad quality from inside. Cheap fabric inside. I don't think it will last long","Reviewed in Australia on 20 May 2023","1.0 out of 5 stars","Verified Purchase"
"1417","SFXULIX-Capacity-Travel-Cosmetic-Bag",NA,"Doris Debono","Arrived in a flat satche.  I could hardly do the zipper up as it was so out of shape, and very cheap looking inside the material is flimsy and the inside zipper is terrible. Not as expected.","Reviewed in Australia on 18 February 2024","1.0 out of 5 stars","Verified Purchase"
"1418","SFXULIX-Capacity-Travel-Cosmetic-Bag",NA,"Eliza","Arrived in a flat satchel and was all scrunched up, I could hardly do the zipper up as it was so out of shape, and very cheap looking inside the material is flimsy and the inside zipper is terrible.","Reviewed in Australia on 25 September 2023","5.0 out of 5 stars","Verified Purchase"
"1419","SFXULIX-Capacity-Travel-Cosmetic-Bag",NA,"Eliza","Flimsy and did not get a refund","Reviewed in Australia on 4 August 2023","1.0 out of 5 stars","Verified Purchase"
"1420","SFXULIX-Capacity-Travel-Cosmetic-Bag",NA,"Gurpreet kaur","Sides were unequal, more of a trapezoid than a square from the side. Zipper felt like it could break any minute","Reviewed in Australia on 19 June 2023","1.0 out of 5 stars","Verified Purchase"
"1421","SFXULIX-Capacity-Travel-Cosmetic-Bag","Praktisch für unterwegs","Julie Howes","Didn’t like this bag at all! It’s so flimsy and stiff, literally hardly can close cause of not even that much stuff is in there - it looks so big but doesn’t even fit any brushes in it 😅","Reviewed in Australia on 17 December 2023","4.4 out of 5 stars","Verified Purchase"
"1422","SFXULIX-Capacity-Travel-Cosmetic-Bag","Cheap and not worth the price","Nicole b.","Die Tasche hat eine gute Reisegröße und ist praktisch für unterwegs.","Reviewed in Australia on 7 February 2024","5.0 out of 5 stars","Verified Purchase"
"1423","SFXULIX-Capacity-Travel-Cosmetic-Bag","My friend loved it!","Meghan arentsen","It sure looks good in the online pictures (and a reason that prompted me to buy it along with some positive reviews), and now I have it, it's clear the quality is very poor. Definitely not one of my better purchases.The outer material looks nice and feels ok to the touch. Definitely not waterproof.The inside material looks and feels cheap, the zippers are cheap. The elasticated pockets on both sides aren't very supportive of what might go in those pockets, to hold in place.","Reviewed in Australia on 15 August 2023","3.0 out of 5 stars","Verified Purchase"
"1424","SFXULIX-Capacity-Travel-Cosmetic-Bag","Everything but the colour","Mareike Funke","I gave this cosmetic bag to a friend for Christmas. I liked the size-not too big-not too small. I also like the way it stays open. The pink color is pretty and “girly”.  My friend seemed to like it and I was happy with the purchase.","Reviewed in Germany on 9 June 2023","2.0 out of 5 stars","Verified Purchase"
"1425","SFXULIX-Capacity-Travel-Cosmetic-Bag","Fits more than expected and good quality!","DH","Perfect but for the colour. If you like the pink in the pic, you won’t get it. It’s more of a dirty pink (washed out/old). 5 stars for functionality, size and style.","Reviewed in Singapore on 1 November 2023","5.0 out of 5 stars","Verified Purchase"
"1426","SFXULIX-Capacity-Travel-Cosmetic-Bag","Waste of money","DH","I purchased after seeing my sister use it and was impressed with how much it fits and folds into a rectangle. I’ve had for a few months and the quality is holding up. It’s easy to pack in a suitcase and is able to fit my skincare and makeup essentials while traveling! Zips easily and green color is nice. Yes it’s still a decent size bag but it’s a simple alternative to bringing multiple pouches!","Reviewed in the United States on 5 February 2024","1.0 out of 5 stars","Verified Purchase"
"1427","SFXULIX-Capacity-Travel-Cosmetic-Bag","Unsatisfactory quality","Amazon Customer","Bad quality, stitches in different color like they just run out of original one. Pouch in the middle is not stitched to bottom so your stuff are all over the place. Zipper is so bad i have problems opening and closing it. I wont be taking this on my trip even i bought it for that reason. This bag is money in trash.","Reviewed in Canada on 8 February 2024","1.0 out of 5 stars","Verified Purchase"
"1428","SFXULIX-Capacity-Travel-Cosmetic-Bag","The brown is actually orange","The Shopper","Item looked cheap and overpriced","Reviewed in the United States on 1 December 2023","5.0 out of 5 stars","Verified Purchase"
"1429","SFXULIX-Capacity-Travel-Cosmetic-Bag","Cheap material","Kristi B","Looks to be a nice product, except the person I was gifting it to really wanted the brown colour. When it arrived, I found it to be a defintie shade of orange & she didn't care for that colour. Might try the green for her instead.","Reviewed in Germany on 17 September 2023","5.0 out of 5 stars","Verified Purchase"
"1430","SFXULIX-Capacity-Travel-Cosmetic-Bag",NA,"Kristi B","The make up bag does hold long items and is a good size, opening, pockets.  But the material is cheap and it looked a bit smashed from how it shipped until I stuffed it.  Now it looks normal.  Nice coloring.","Reviewed in Singapore on 31 January 2024","5.0 out of 5 stars",NA
"1431","SFXULIX-Capacity-Travel-Cosmetic-Bag","Its different from the photo","Julie Howes","The media could not be loaded.
                
            
                
            
        
    
    
Upon receipt of item, it was in a flattened form. When I tried to let it stand, there is no shape or body that is why i had a difficulty in zipping the bag. I dont recommend.","Reviewed in Australia on 17 December 2023","4.4 out of 5 stars","Verified Purchase"
"1432","SFXULIX-Capacity-Travel-Cosmetic-Bag","Disappointed","Nicole b.","The color is bright orange, it should be BROWN and the zipper is not the best.","Reviewed in Australia on 7 February 2024","5.0 out of 5 stars","Verified Purchase"
"1433","SFXULIX-Capacity-Travel-Cosmetic-Bag","Cheap quality. Looks great only in image","Xoxo","Not worth the price for the PVC given","Reviewed in Singapore on 28 October 2023","3.0 out of 5 stars","Verified Purchase"
"1434","SFXULIX-Capacity-Travel-Cosmetic-Bag","great for travel","Carmen","We now have three of these. I had bought one for myself, then my husband and son. They are great for travel, hold a good amount of stuff while keeping it organized and easy to find.","Reviewed in Canada on 15 January 2024","1.0 out of 5 stars","Verified Purchase"
"1435","SFXULIX-Capacity-Travel-Cosmetic-Bag","Quality and Colour is horrible","Davios","This product is not as advertised and the quality is very underwhelming and cheap. Also the colour advertised is not what I received.","Reviewed in Singapore on 28 September 2023","2.0 out of 5 stars","Verified Purchase"
"1436","SFXULIX-Capacity-Travel-Cosmetic-Bag","Great Purchase","Ann W.","I love how this bag is big enough to hold all my makeup and makeup brushes.  It's shape stores and travels well.  I love how it opens up and you can see the contents without needing to dig around for items. The only con would be how awkward it is to zip to close.  You definitely need to hands and some coordination.","Reviewed in the United States on 20 February 2024","1.0 out of 5 stars","Verified Purchase"
"1437","SFXULIX-Capacity-Travel-Cosmetic-Bag","Very expensive looking.","This product is not as advertised and the quality is very underwhelming and cheap. Also the colour advertised is not what I received. Will be throwing in the trash if i could give zero stars i would.","The quality is excellent.  Real leather. Waterproof. Beautiful.  It’s too big for a carry-on bag.  Would work well for a checked bag but even then it’s pretty big.  It’s incredible how much can fit in the bag.","Reviewed in Canada on 29 December 2023","5.0 out of 5 stars","Verified Purchase"
"1438","SFXULIX-Capacity-Travel-Cosmetic-Bag","zipper sticks","This product is not as advertised and the quality is very underwhelming and cheap. Also the colour advertised is not what I received. Will be throwing in the trash if i could give zero stars i would.","It's cute, but the material is cheap, and the zipper jams - feels cheap when  you actually open it. I needed it and didn't have time to return before my flight, so ended up using it. I didn't like the inside wasn't wipeable - it's material, but not makeup friendly. The outside of the white bag got dirty real quick and also didn't clean well because of the texture. Super roomy inside, and that was nice and helpful though! Keeping it as a backup one for now","Reviewed in the United States on 28 January 2024","1.0 out of 5 stars","Verified Purchase"
"1439","SFXULIX-Capacity-Travel-Cosmetic-Bag","Holds an amazing amount of product","L Whiting","This small looking makeup bag holds so much. It has extreme organization and is reasonably priced. I saw it from an influencer’s site and was blown away. I highly recommend this item for home and travel. Many colors too.","Reviewed in the United States on 25 January 2024","1.0 out of 5 stars","Verified Purchase"
"1440","SFXULIX-Capacity-Travel-Cosmetic-Bag","Makeup bag","RebSig","The wife got the same one for Christmas and she left it laying on the bed. And the dog chewed it up. The wife loved it that’s why she bought another one. I would recommend it","Reviewed in the United States on 18 September 2023","5.0 out of 5 stars","Verified Purchase"
"1441","SFXULIX-Capacity-Travel-Cosmetic-Bag","Stylish & Roomie","Julie Howes","Took it on a trip and it held everything I needed it to and it could have held more. Zippers and fabric seem sturdy.","Reviewed in Australia on 17 December 2023","4.4 out of 5 stars","Verified Purchase"
"1442","SFXULIX-Capacity-Travel-Cosmetic-Bag","Love it.","Nicole b.","I have been looking for a makeup bag and this did not disappoint. It’s very nice and spacious.  I recommend this.","Reviewed in Australia on 7 February 2024","5.0 out of 5 stars","Verified Purchase"
"1443","SFXULIX-Capacity-Travel-Cosmetic-Bag","Best product to carry your makeup and skin care product for travel","Dane Carstensen","Love that it opens wide because of a unique design of a diagonal zipper, it has three sections to separate your foundation/concealers eye makeup and brushes and moisturizers!! It stays organized and I don’t have to empty my case it open wide where you can see everything and put it back after use.","Reviewed in the United States on 25 February 2024","3.0 out of 5 stars","Verified Purchase"
"1444","SFXULIX-Capacity-Travel-Cosmetic-Bag","wow","Revie Cepeda","perfect birthday present for a friend! Great size and color was gorgeous","Reviewed in the United States on 23 February 2024","5.0 out of 5 stars","Verified Purchase"
"1445","SFXULIX-Capacity-Travel-Cosmetic-Bag","Cute little beauty organizer","Abby","It’s a nice little bag to throw a small amount of items in and keep them organized while traveling. The size, in my opinion, is very good for all basic makeup items that you would need to travel with. Additionally, the side pockets were nice for powder and blush.  My biggest suggestion is to improve the interior; it was a little cheap looking but it was fine for what I was using it for during Christmas travel.","Reviewed in the United States on 1 February 2024","5.0 out of 5 stars","Verified Purchase"
"1446","SFXULIX-Capacity-Travel-Cosmetic-Bag","Size","Jen Posta","These are nice bags. But they are smaller than they appear in the pictures and video. I bought this one for myself and  I bought2 others Make up bags as gifts for ladies in a rehab center. I could not put in their bags what I wanted to. They were too Small.","Reviewed in the United States on 25 February 2024","5.0 out of 5 stars","Verified Purchase"
"1447","SFXULIX-Capacity-Travel-Cosmetic-Bag","Easy to find stuffs","Wayne Lipson","Can hold many things","Reviewed in the United States on 1 January 2024","5.0 out of 5 stars","Verified Purchase"
"1448","SFXULIX-Capacity-Travel-Cosmetic-Bag","Definitely NOT Yellow","Kim R","I had to double check that I had ordered yellow- this is a tan at best.. Everything else is fine, so I will keep it- just be aware that the color looks nothing like pictured.","Reviewed in the United States on 15 January 2024","4.0 out of 5 stars","Verified Purchase"
"1449","SFXULIX-Capacity-Travel-Cosmetic-Bag","Another spacious travel/toiletry bag","July","This is a lovely toiletry bag that makes you stand out from regular looking ones. The green color and pattern is designed well and very nice to look at. There are some dividers/compartments within the bag so you can seperate products according to how you desire. The zipper easily zips so far, there are no issues. This would also be a great gift idea!","Reviewed in the United States on 7 February 2024","4.0 out of 5 stars","Verified Purchase"
"1450","SFXULIX-Capacity-Travel-Cosmetic-Bag","Happy","Mur Bryant","Daughter loved it!","Reviewed in the United States on 11 January 2024","4.0 out of 5 stars","Verified Purchase"
"1451","Upgraded-Magnifying-Magnification-Application-Blackhead","Thanks","Gail","Great service - fast delivery - affordable - now I can see properly to pluck my eye brows and apply my make up - highly recommended 😊","Reviewed in Australia on 30 July 2023","4.1 out of 5 stars","Verified Purchase"
"1452","Upgraded-Magnifying-Magnification-Application-Blackhead","Great mirror and awesome customer support.","Julie Jewell","This mirror shows up things you just cannot see with an ordinary mirror.","Reviewed in Australia on 2 December 2022","5.0 out of 5 stars","Verified Purchase"
"1453","Upgraded-Magnifying-Magnification-Application-Blackhead","Specchio perfetto","Isabella","I loved that the mirror came in a bag with tweezers and a cleaning cloth!  It came 2 days later and we are very happy with our purchase.  Thank you!","Reviewed in Australia on 24 May 2022","5.0 out of 5 stars","Verified Purchase"
"1454","Upgraded-Magnifying-Magnification-Application-Blackhead","Mal diseño","Paula Zaccone","Needed a strong magnifying mirror to do eyebrows. This mirror is great.","Reviewed in Australia on 10 November 2021","5.0 out of 5 stars","Verified Purchase"
"1455","Upgraded-Magnifying-Magnification-Application-Blackhead","GREAT MIRROR!!!","Bob Franks","20 times magnification too difficult for an 81 year old to use","Reviewed in Australia on 23 January 2023","5.0 out of 5 stars","Verified Purchase"
"1456","Upgraded-Magnifying-Magnification-Application-Blackhead",NA,"VILLA LOU PROPERTIES PRIVATE LIMITED","Thanks","Reviewed in India on 12 March 2022","1.0 out of 5 stars","Verified Purchase"
"1457","Upgraded-Magnifying-Magnification-Application-Blackhead",NA,"TexasRose","This is a 6"" 2 sided mirror, one side is regular image and the other is 20x magnifying.  It has a stand on it so the mirror will stand on a table for use.  It comes in a sturdy box, with a bag for storage, tweezers, instruction card, thank you card and mirror cleaning rag.  It is all well packaged and does exactly what I need.  Great seller when I contacted them on what I thought was  a missing tweezers.....during conversations with their rep, I pulled the  mirror out of the bag and the tweezers fell out as well.  Everything else had been on the outside of the mirror and bag so I did not look inside the bag--when I put the mirror inside, I had no problem and didn't realize something else was inside the bag.  The seller was very helpful and offering alternatives but fortunately, I found the tweezers.  Very satisfied","Reviewed in the United States on 15 May 2022","5.0 out of 5 stars","Verified Purchase"
"1458","Upgraded-Magnifying-Magnification-Application-Blackhead",NA,"TexasRose","Utilissimo e comodo.","Reviewed in Italy on 13 February 2023","5.0 out of 5 stars","Verified Purchase"
"1459","Upgraded-Magnifying-Magnification-Application-Blackhead",NA,"Cliente Amazon","El espejo no está bien diseñado, es demasiado cóncavo y es completamente hacerte las cejas sin tenerlo pegado a la nariz.  No cumple su objetivo.  Lo devolví el mismo día q lo recibí.","Reviewed in Spain on 18 May 2023","5.0 out of 5 stars","Verified Purchase"
"1460","Upgraded-Magnifying-Magnification-Application-Blackhead",NA,"Susan","This was perfect for my needs!!! (I mainly use it to tweeze my eyebrows) The carrying case is made of good quality, too!!!","Reviewed in Canada on 25 May 2023","5.0 out of 5 stars","Verified Purchase"
"1461","Upgraded-Magnifying-Magnification-Application-Blackhead","Magnifying mirror","Amazon Customer.","Brilliant. Really good for makeup.","Reviewed in the United Kingdom on 15 August 2023","4.1 out of 5 stars","Verified Purchase"
"1462","Upgraded-Magnifying-Magnification-Application-Blackhead","Nie mehr ohne","Henry","Man gewöhnt sich sehr schnell an diese Vergrößerung, die wirklich sehr nützlich ist. Man sieht wirklich jede Pore. Perfekt!","Reviewed in Germany on 12 December 2023","5.0 out of 5 stars","Verified Purchase"
"1463","Upgraded-Magnifying-Magnification-Application-Blackhead","Super","mourguet sandrine","Il faut s’habituer mais après génial","Reviewed in France on 1 October 2022","5.0 out of 5 stars","Verified Purchase"
"1464","Upgraded-Magnifying-Magnification-Application-Blackhead","Perfect","Do","Really good mirror the enlargement is perfect hold the mirror close","Reviewed in the Netherlands on 7 February 2023","5.0 out of 5 stars","Verified Purchase"
"1465","Upgraded-Magnifying-Magnification-Application-Blackhead","BUENA CALIDAD Y MUY PRACTICO","MIGUEL ANGEL TORRICO JIMENEZ","muy practico y buena calidad","Reviewed in Mexico on 25 October 2023","5.0 out of 5 stars","Verified Purchase"
"1466","Upgraded-Magnifying-Magnification-Application-Blackhead","Excelente producto","Laura","Además de que el espejo es de buena calidad, viene en una bolsa de viaje, y me obsequiaron unas pinzas para cejas.Bien por las empresas que se ocupan de satisfacer al cliente.","Reviewed in Mexico on 16 November 2022","5.0 out of 5 stars","Verified Purchase"
"1467","Upgraded-Magnifying-Magnification-Application-Blackhead","Super Spiegel","Amazon Kunde","Der Spiegel kam in einer liebevollen Verpackung. Er hat genau die Größe, die ich erwartet. Super, dass man jetzt jede Pore sehen kann. Ein Artikel zur Weiterempfehlung.","Reviewed in Germany on 19 September 2023","5.0 out of 5 stars","Verified Purchase"
"1468","Upgraded-Magnifying-Magnification-Application-Blackhead","Robusto","Roberta C.","Molto robusto, elegante, completo di pinzetta e sacchetto custodia.","Reviewed in Italy on 7 December 2022","5.0 out of 5 stars","Verified Purchase"
"1469","Upgraded-Magnifying-Magnification-Application-Blackhead","Very helpful for people with poor close-up vision.","A. Adams","If you need strong readers for close-up work, and need extra magnification to apply eye makeup, the 6"" magnifying mirror is perfect.  As described, your face must be just 2 or 3 inches from the mirror.  The quality of the 6"" mirror is excellent.  Both front and back mirror surfaces give a crisp reflection. The round, plastic frame is smooth and sturdy.  The mirror has a good weight to it but is still lightweight enough to carry in a handbag.","Reviewed in the United States on 10 September 2022","5.0 out of 5 stars","Verified Purchase"
"1470","Upgraded-Magnifying-Magnification-Application-Blackhead","La grandeur","Coccinelle","Super beau","Reviewed in Canada on 21 March 2023","5.0 out of 5 stars","Verified Purchase"
"1471","Upgraded-Magnifying-Magnification-Application-Blackhead","Grossissant, mais bien.","Anne","Très grossissant, attention au numéro de grossissement.","Reviewed in France on 20 May 2023","4.1 out of 5 stars","Verified Purchase"
"1472","Upgraded-Magnifying-Magnification-Application-Blackhead","iMPOSIBLE VERSE","Airiskofi","NO ME HA GUSTADO NADA PORQUE AL TENER TANTO AUMENTO  TIENES QUE  PEGAR LA NARIZ AL ESPEJO CON LO CUAL NO PUEDES UTILIZAR UNA PINZA NI QUITARTE UNA ESPINILLA PORQUE LA CERCANIA EXCESIVA  TE LO IMPIDE . LO GUARDE EN UN CAJON Y AHI SE QUEDARÁ PARA SIEMPRE","Reviewed in Spain on 3 April 2023","4.0 out of 5 stars","Verified Purchase"
"1473","Upgraded-Magnifying-Magnification-Application-Blackhead","Great for travelling","Mrs M A E Gray","Nicely made and looks good. I use it particularly for travelling as it stands on its own, or you can hold it if you prefer and it packs well.  The magnifying side is great if your sight isn’t perfect. Good all rounder.","Reviewed in the United Kingdom on 18 June 2023","1.0 out of 5 stars","Verified Purchase"
"1474","Upgraded-Magnifying-Magnification-Application-Blackhead","Good quality plastic frame","Amazon Customer","Smaller than I need, makes it hard to see myself.Can be hung or stands on a counter.I will be looking for a lighted item as this is not meeting my needs.","Reviewed in Canada on 13 February 2023","5.0 out of 5 stars","Verified Purchase"
"1475","Upgraded-Magnifying-Magnification-Application-Blackhead","Very good product","John Doig","Very happy with this mirror","Reviewed in the United Kingdom on 25 June 2023","3.0 out of 5 stars","Verified Purchase"
"1476","Upgraded-Magnifying-Magnification-Application-Blackhead","Great product!","Russ Kobrin","I was using it to replace a mirror that broke. It wasn’t exactly what the picture showed but it came with a nice travel case and tweezers so that was a nice bonus!","Reviewed in the United States on 11 November 2023","5.0 out of 5 stars","Verified Purchase"
"1477","Upgraded-Magnifying-Magnification-Application-Blackhead","Très déformant","Client d'Amazon","Pas très facile d’utilisation car très déformantIl faut prendre le coup et se coller le nez au centre du miroir puis reculer pour pouvoir s’épier le sourcil","Reviewed in France on 15 October 2022","4.0 out of 5 stars","Verified Purchase"
"1478","Upgraded-Magnifying-Magnification-Application-Blackhead","Espejo aumento","JMG","No consigo el enfoque y se ve todo borroso","Reviewed in Spain on 29 June 2023","3.0 out of 5 stars","Verified Purchase"
"1479","Upgraded-Magnifying-Magnification-Application-Blackhead","Guter Artikel ,kann man Weiter empfehlen","Jan Kuschke","Zum Haar entfernen mit Pincette oder zum Rasieren","Reviewed in Germany on 23 July 2023","1.0 out of 5 stars","Verified Purchase"
"1480","Upgraded-Magnifying-Magnification-Application-Blackhead","Non fa per me","Cliente Amazon","Lo specchio sembra ben fatto, ma la parte ingrandente l'ho trovata inutilizzabile per me.  Bisogna averlo veramente a 2 cm dal naso altrimenti l'immagine viene tutta sfuocata e distorta. Dopo 10 minuti di prove mi è venuto pure un fastidio alla vista. Restituito","Reviewed in Italy on 16 September 2022","4.0 out of 5 stars","Verified Purchase"
"1481","Upgraded-Magnifying-Magnification-Application-Blackhead","Me encantó","Yleana Eli Guadalupe Flores Córdoba","Execelente producto justo lo que necesito el material de buena calidad","Reviewed in Mexico on 6 October 2022","4.1 out of 5 stars","Verified Purchase"
"1482","Upgraded-Magnifying-Magnification-Application-Blackhead","super","SonjaHelsig","super gross","Reviewed in Germany on 21 August 2023","5.0 out of 5 stars","Verified Purchase"
"1483","Upgraded-Magnifying-Magnification-Application-Blackhead","Perfetto","Miria zanchi","Perfetto era quello che cercavoResistente grande e comodo","Reviewed in Italy on 27 June 2022","5.0 out of 5 stars","Verified Purchase"
"1484","Upgraded-Magnifying-Magnification-Application-Blackhead","Arrived Like A Box OF Candy With Bright Red Bow","ConsiderThis75","I didn’t have my glasses on when I opened the mailing envelope & I am so far-sighted that when I looked at the small box with the bright red bow on top, I thought it was a box of chocolates! I was racking my brain thinking who would send me candy. Then there was a card on top with a big Thank You & flowers on the border. I had to get my glasses to see what was going on. Then I finally could see it was the magnifying mirror I had ordered from Beauty Planet. There was a sturdy cinch bag to protect the mirror included & initially the 20X magnification blinded me. I had to slowly edge inwards before it finally came into focus so it is very powerful for me. It was a lovely surprise to see with what care this package was sent & it brightened my day. Thank you. (I didn’t rate for suction as it has a  fairly thick “kick stand” for mirror placement on surfaces or to be hand-held which is what I plan to do).","Reviewed in the United States on 21 October 2021","5.0 out of 5 stars","Verified Purchase"
